COD_CLIENTE,COD_LOCAL,CUSTO_INLAND_POR_TON
CLIENTE57,Calcara,"0,8140917645"
CLIENTE49,Marineford,"0,8140999712"
CLIENTE327,Helheim,"0,8141443233"
CLIENTE692,Ironfall,"0,8141646839"
CLIENTE198,Laputa,"0,814203301"
CLIENTE438,Rivenspire,"0,8142329392"
CLIENTE686,Northfall,"0,81423677"
CLIENTE33,Tempestia,"0,8142788093"
CLIENTE314,Bethlehem,"0,8144585227"
CLIENTE93,Alabasta,"0,8144962131"
CLIENTE696,Pillarreach,"0,8145533183"
CLIENTE399,Drinmoor,"0,8146301268"
CLIENTE648,Marineford,"0,8146673225"
CLIENTE172,Altissia,"0,814681523"
CLIENTE541,Nenaris,"0,8147052131"
CLIENTE173,Solstheim,"0,8147755571"
CLIENTE59,Philgaia,"0,8148124777"
CLIENTE603,Mondstadt,"0,8148420208"
CLIENTE15,Azkaban,"0,8149635106"
CLIENTE262,Windscar,"0,8151969066"
CLIENTE235,Alabasta,"0,8152299599"
CLIENTE265,Inoria,"0,8155267867"
CLIENTE296,Helheim,"0,8156983456"
CLIENTE392,Lyngard,"0,8158289101"
CLIENTE237,Northfall,"0,8158552371"
CLIENTE89,Stormbar,"0,8159754274"
CLIENTE9,Sableport,"0,8159801918"
CLIENTE711,Kharon,"0,8160756702"
CLIENTE208,Solstheim,"0,8161300443"
CLIENTE453,Limoria,"0,8162726665"
CLIENTE65,Tahlenwald,"0,816351108"
CLIENTE328,Imre,"0,8163512789"
CLIENTE702,Pangara,"0,8163914991"
CLIENTE679,Hogwarts,"0,8164180254"
CLIENTE127,Dragmere,"0,8164555177"
CLIENTE228,Noctis,"0,8164621416"
CLIENTE481,Elzion,"0,8165765215"
CLIENTE400,Xinthar,"0,816612726"
CLIENTE504,Nurmengard,"0,8166666133"
CLIENTE57,Yjigar,"0,8167172715"
CLIENTE240,Alabasta,"0,8169423355"
CLIENTE503,Alabasta,"0,8169462005"
CLIENTE546,Sethera,"0,8169599649"
CLIENTE375,Yatora,"0,8170785739"
CLIENTE67,Highspire,"0,8171660072"
CLIENTE76,Quasmar,"0,8173056516"
CLIENTE171,Johto,"0,8175807874"
CLIENTE290,Bethlehem,"0,8177079503"
CLIENTE287,Brakmar,"0,8177905805"
CLIENTE283,Galdrin,"0,8178752639"
CLIENTE215,Termina,"0,81802132"
CLIENTE676,Mythra,"0,8180540768"
CLIENTE76,Inoria,"0,8180942512"
CLIENTE237,Stonegate,"0,8182591827"
CLIENTE330,Targalon,"0,8183474243"
CLIENTE50,Deeptrench,"0,8184827482"
CLIENTE404,Chenara,"0,8185384159"
CLIENTE596,Fernwall,"0,8185474818"
CLIENTE377,Ashkora,"0,8186275897"
CLIENTE530,Obsidian,"0,8186588506"
CLIENTE96,Manifold,"0,8186880895"
CLIENTE600,Highspire,"0,8187457355"
CLIENTE288,Uinhold,"0,8187712343"
CLIENTE182,Bethlehem,"0,8189635161"
CLIENTE589,Obsidian,"0,8189787786"
CLIENTE669,Muskara,"0,8189982234"
CLIENTE416,Koktahl,"0,8190854094"
CLIENTE94,Fernwall,"0,8191380913"
CLIENTE252,Zanarkand,"0,8191618075"
CLIENTE448,Liones,"0,8194076405"
CLIENTE61,Targalon,"0,8194585688"
CLIENTE285,Ossandor,"0,8194705888"
CLIENTE464,Kakariko,"0,8195052375"
CLIENTE455,Termina,"0,8195410805"
CLIENTE438,Memphos,"0,8196251868"
CLIENTE369,Inoria,"0,819812136"
CLIENTE617,Thalassar,"0,8199400654"
CLIENTE445,Viscara,"0,8199652439"
CLIENTE437,Elzion,"0,8199692077"
CLIENTE514,Ashkora,"0,8199774921"
CLIENTE158,Memphos,"0,8201407822"
CLIENTE84,Highspire,"0,820334241"
CLIENTE108,Sidora,"0,8203452896"
CLIENTE616,Ngorim,"0,8203894304"
CLIENTE274,Liones,"0,8203955163"
CLIENTE544,Rivenspire,"0,8205565193"
CLIENTE685,Nurmengard,"0,8206384392"
CLIENTE169,Ngorim,"0,8206770184"
CLIENTE154,Paldea,"0,8207487071"
CLIENTE276,Noctis,"0,8208454458"
CLIENTE375,Imre,"0,8208515707"
CLIENTE408,Yenfall,"0,8209489444"
CLIENTE501,Tahlenwald,"0,821054956"
CLIENTE159,Hollowmar,"0,8210724139"
CLIENTE390,Shadowpeak,"0,8211554992"
CLIENTE692,Sethera,"0,8212463637"
CLIENTE465,Jindara,"0,8215005082"
CLIENTE156,Kakariko,"0,8215537878"
CLIENTE263,Skyreach,"0,82165614"
CLIENTE271,Grimvale,"0,8217433992"
CLIENTE415,Tutira,"0,8218130928"
CLIENTE487,Gerudo,"0,8218393282"
CLIENTE400,Helheim,"0,8218969569"
CLIENTE296,Elysor,"0,8219101353"
CLIENTE637,Gerudo,"0,8220426811"
CLIENTE406,Johto,"0,822088152"
CLIENTE100,Ykoura,"0,8220937721"
CLIENTE259,Limoria,"0,8221680277"
CLIENTE669,Sectorium,"0,8222275465"
CLIENTE498,Swindale,"0,8223449777"
CLIENTE79,Askr,"0,8224529866"
CLIENTE311,Windscar,"0,8224538051"
CLIENTE687,Stormhold,"0,822716792"
CLIENTE343,Vancross,"0,8227182215"
CLIENTE507,Jindara,"0,8227601152"
CLIENTE683,Sethera,"0,8228074941"
CLIENTE28,Kandor,"0,8228170282"
CLIENTE294,Dragmere,"0,8229173904"
CLIENTE289,Midgar,"0,8231355798"
CLIENTE509,Tuxara,"0,8232191769"
CLIENTE177,Kharon,"0,8232254657"
CLIENTE288,Nurmengard,"0,8236731014"
CLIENTE240,Thalassar,"0,8236944542"
CLIENTE446,Nosgoth,"0,8237645341"
CLIENTE424,Nassauia,"0,8238111674"
CLIENTE712,Promethea,"0,823878769"
CLIENTE427,Greywatch,"0,8238842119"
CLIENTE242,Besaid,"0,8241535228"
CLIENTE206,Tutira,"0,8243455986"
CLIENTE156,Yjigar,"0,8245119488"
CLIENTE399,Lothlorien,"0,8245267507"
CLIENTE132,Targalon,"0,8245418682"
CLIENTE675,Perseon,"0,8246517759"
CLIENTE272,Mondstadt,"0,8246772886"
CLIENTE54,Altissia,"0,8247894291"
CLIENTE31,Tchurion,"0,8247941427"
CLIENTE592,Deeptrench,"0,8249712326"
CLIENTE110,Deeptrench,"0,8249764523"
CLIENTE311,Perseon,"0,8249768728"
CLIENTE56,Dragmere,"0,8249897726"
CLIENTE421,Konoha,"0,8250511229"
CLIENTE700,Solhara,"0,8250943266"
CLIENTE269,Sethera,"0,8251496344"
CLIENTE15,Hogwarts,"0,8251962421"
CLIENTE152,Sableport,"0,8252426447"
CLIENTE152,Nassauia,"0,8252469632"
CLIENTE341,Wuhaven,"0,825255132"
CLIENTE329,Hyrule,"0,8252799434"
CLIENTE198,Morrowind,"0,8254728571"
CLIENTE11,Elysor,"0,8254802666"
CLIENTE254,Gerudo,"0,8255082172"
CLIENTE589,Gerudo,"0,825674681"
CLIENTE628,Ranskar,"0,8257978208"
CLIENTE461,Ironfall,"0,8258874471"
CLIENTE58,Gerudo,"0,8259191928"
CLIENTE573,Chenara,"0,8260622579"
CLIENTE85,Imre,"0,8260966499"
CLIENTE317,Cartheia,"0,8261309967"
CLIENTE360,Rlyeh,"0,8261418235"
CLIENTE617,Cairhien,"0,8261587295"
CLIENTE370,Fernwall,"0,8262324785"
CLIENTE614,Cairhien,"0,8262545153"
CLIENTE523,Drinmoor,"0,8263425302"
CLIENTE583,Melvara,"0,8265015761"
CLIENTE2,Lochbar,"0,8265298853"
CLIENTE424,Zanarkand,"0,8265374502"
CLIENTE10,Tchurion,"0,8265804846"
CLIENTE171,Konoha,"0,8266544281"
CLIENTE389,Prontera,"0,8268097651"
CLIENTE645,Huern,"0,8268407842"
CLIENTE710,Valyria,"0,8268825658"
CLIENTE707,Quasmar,"0,8270117951"
CLIENTE414,Jakura,"0,8270533199"
CLIENTE484,Askr,"0,827128839"
CLIENTE413,Paldea,"0,8271323541"
CLIENTE436,Yeygard,"0,8274121633"
CLIENTE144,Uinhold,"0,8274144241"
CLIENTE698,Rocabar,"0,8274551154"
CLIENTE501,Casperia,"0,8274661099"
CLIENTE599,Wuhaven,"0,8275164916"
CLIENTE23,Nurmengard,"0,8275764904"
CLIENTE77,Lathen,"0,8277692449"
CLIENTE215,Valyria,"0,8277753863"
CLIENTE703,Zuldazar,"0,8279412433"
CLIENTE190,Savois,"0,8280088104"
CLIENTE369,Manifold,"0,8281852221"
CLIENTE161,Lothlorien,"0,8282499012"
CLIENTE414,Humeria,"0,8282825121"
CLIENTE162,Savois,"0,8283098183"
CLIENTE437,TwinPillars,"0,8283138332"
CLIENTE508,Prontera,"0,8283409444"
CLIENTE498,Solstheim,"0,8284630854"
CLIENTE539,Midgar,"0,8285119042"
CLIENTE184,Lochbar,"0,8285601198"
CLIENTE681,Lothlorien,"0,8285722764"
CLIENTE678,Piscara,"0,8287533522"
CLIENTE487,Brightfall,"0,8287905629"
CLIENTE430,Zuldazar,"0,82883824"
CLIENTE605,Frosthelm,"0,8289140415"
CLIENTE670,Zanarkand,"0,8289957372"
CLIENTE181,Eredin,"0,8290375203"
CLIENTE60,Tartarus,"0,8290391551"
CLIENTE589,Calcara,"0,8290902951"
CLIENTE53,Yeygard,"0,8291875624"
CLIENTE259,Kharon,"0,8292271038"
CLIENTE369,Iyomar,"0,8292651"
CLIENTE157,Lyngard,"0,8292665351"
CLIENTE702,Zaphura,"0,8294185723"
CLIENTE337,Mountglass,"0,8294466503"
CLIENTE438,Mountglass,"0,8295610404"
CLIENTE339,Manshade,"0,8295709872"
CLIENTE697,Skyreach,"0,829734903"
CLIENTE201,Altissia,"0,8298371556"
CLIENTE693,Laputa,"0,8299500476"
CLIENTE595,Mountglass,"0,8300601425"
CLIENTE630,Muskara,"0,8300856367"
CLIENTE272,Duskwall,"0,830139358"
CLIENTE520,Iskeld,"0,8302103944"
CLIENTE354,Nenaris,"0,8304730182"
CLIENTE449,Frosthelm,"0,830491978"
CLIENTE685,Tchurion,"0,8306199358"
CLIENTE562,Tempestia,"0,8306754773"
CLIENTE307,Namek,"0,8308329964"
CLIENTE548,Solhara,"0,8308672631"
CLIENTE298,Rivenspire,"0,8308931284"
CLIENTE674,Obsidian,"0,8309843178"
CLIENTE95,Manshade,"0,8310570605"
CLIENTE148,Tomarath,"0,8311286881"
CLIENTE302,Drinmoor,"0,8314266668"
CLIENTE264,Perseon,"0,8314841257"
CLIENTE203,Osaria,"0,8317242188"
CLIENTE399,Frosthelm,"0,8317631515"
CLIENTE504,Kakariko,"0,8317777198"
CLIENTE383,Winhill,"0,8317937114"
CLIENTE627,Limoria,"0,8319067881"
CLIENTE88,Kandor,"0,8319881906"
CLIENTE677,Huern,"0,8320066389"
CLIENTE357,Swindale,"0,8321028514"
CLIENTE501,Glenhaven,"0,8321777144"
CLIENTE310,Muskara,"0,8322521704"
CLIENTE242,Glenhaven,"0,8324046783"
CLIENTE297,Azkaban,"0,8324501"
CLIENTE158,Sethera,"0,8325556694"
CLIENTE379,Ngorim,"0,8325995791"
CLIENTE703,Limoria,"0,8328321679"
CLIENTE265,Aeusserst,"0,832894545"
CLIENTE123,Kandor,"0,8329124168"
CLIENTE284,Thalassar,"0,8330095681"
CLIENTE324,Glenhaven,"0,8330141342"
CLIENTE422,Azural,"0,8330306739"
CLIENTE619,Konoha,"0,8331157398"
CLIENTE382,Hyrule,"0,8332544573"
CLIENTE649,Nibelheim,"0,8333006681"
CLIENTE189,Riorin,"0,8333024962"
CLIENTE4,Obsidian,"0,8333553392"
CLIENTE565,Duskwall,"0,8336095973"
CLIENTE447,Yenfall,"0,8338158575"
CLIENTE164,Dornfall,"0,8339847452"
CLIENTE587,Gerudo,"0,8340363999"
CLIENTE590,TwinPillars,"0,8342015288"
CLIENTE476,Amoneth,"0,8343202694"
CLIENTE676,Duskwall,"0,8344657117"
CLIENTE416,Nenaris,"0,834629965"
CLIENTE236,Thalassar,"0,8346478384"
CLIENTE306,Nenaris,"0,8347304223"
CLIENTE418,Fernwall,"0,8347727743"
CLIENTE250,Hollowmar,"0,8348470613"
CLIENTE527,Thalassar,"0,8349196648"
CLIENTE269,Hazoria,"0,8349397288"
CLIENTE8,Casperia,"0,8349639618"
CLIENTE705,Stormbar,"0,8349991482"
CLIENTE189,Manifold,"0,8350465572"
CLIENTE386,Stormbar,"0,8350476802"
CLIENTE381,Muskara,"0,8352152626"
CLIENTE689,Rocabar,"0,8352562524"
CLIENTE78,Cartheia,"0,8353664803"
CLIENTE494,Mythra,"0,835426484"
CLIENTE35,Haldryn,"0,8354584643"
CLIENTE475,Perseon,"0,83557242"
CLIENTE625,Kharon,"0,8356490053"
CLIENTE667,Dornfall,"0,8356512245"
CLIENTE350,Aeusserst,"0,835689973"
CLIENTE396,Glenhaven,"0,8357270223"
CLIENTE267,Noctis,"0,8358184469"
CLIENTE104,Walden,"0,835858043"
CLIENTE194,Cairhien,"0,8359366917"
CLIENTE522,Tomarath,"0,8359508008"
CLIENTE180,Uinhold,"0,8361081359"
CLIENTE63,Rocabar,"0,8362902259"
CLIENTE141,Ivalice,"0,8363756746"
CLIENTE596,Sableport,"0,8365631694"
CLIENTE588,Galdrin,"0,8365831591"
CLIENTE251,Lochbar,"0,8367210375"
CLIENTE149,Lathen,"0,8367382833"
CLIENTE115,Bethlehem,"0,8368497398"
CLIENTE627,Drinmoor,"0,8368550966"
CLIENTE162,Jakura,"0,8368924112"
CLIENTE440,Xinthar,"0,8370604304"
CLIENTE547,Yatora,"0,8370645921"
CLIENTE45,Ykoura,"0,8371391063"
CLIENTE8,Elzion,"0,8371969239"
CLIENTE443,Quasmar,"0,8372477055"
CLIENTE407,Surakai,"0,8374030201"
CLIENTE167,Lyngard,"0,8374481242"
CLIENTE183,Northfall,"0,8376547505"
CLIENTE523,Koktahl,"0,8376732612"
CLIENTE243,Raumor,"0,8376801032"
CLIENTE458,Tchurion,"0,837813501"
CLIENTE529,Hogwarts,"0,837982403"
CLIENTE40,Fernwall,"0,8381890555"
CLIENTE701,Shadowpeak,"0,8382250745"
CLIENTE222,Yjigar,"0,8383376766"
CLIENTE469,Imre,"0,8383908444"
CLIENTE495,Windscar,"0,8384170648"
CLIENTE626,Imre,"0,8385065615"
CLIENTE557,Helheim,"0,8385195923"
CLIENTE225,Bethlehem,"0,8385621927"
CLIENTE50,Tutira,"0,838564129"
CLIENTE681,Philgaia,"0,8386589207"
CLIENTE654,Jakura,"0,8386744445"
CLIENTE156,Imre,"0,8387353874"
CLIENTE276,Sectorium,"0,8387706896"
CLIENTE240,Northfall,"0,838803253"
CLIENTE686,Dornfall,"0,8388574878"
CLIENTE131,Tchurion,"0,8388787266"
CLIENTE556,Paldea,"0,8388904483"
CLIENTE525,Muskara,"0,8388993773"
CLIENTE206,Ishgard,"0,8389010998"
CLIENTE530,Windscar,"0,8391025013"
CLIENTE473,Mondstadt,"0,8391560228"
CLIENTE390,Humeria,"0,8394069059"
CLIENTE162,Jindara,"0,8394697051"
CLIENTE206,Piscara,"0,8397927225"
CLIENTE172,Hollowmar,"0,8399224472"
CLIENTE169,Hyrule,"0,8401318028"
CLIENTE342,Ishgard,"0,8401555959"
CLIENTE171,Manshade,"0,8403025921"
CLIENTE264,Bethlehem,"0,8403595987"
CLIENTE172,Gerudo,"0,8403679847"
CLIENTE534,Osaria,"0,8404587213"
CLIENTE488,Termina,"0,840513207"
CLIENTE505,Morrowind,"0,8405570073"
CLIENTE91,Tempestia,"0,8405755785"
CLIENTE589,Ironfall,"0,8406240222"
CLIENTE407,Memphos,"0,840631541"
CLIENTE176,Limoria,"0,8406620401"
CLIENTE108,Zuldazar,"0,8406674658"
CLIENTE548,Ashkora,"0,8407878164"
CLIENTE294,Tarbean,"0,8408728932"
CLIENTE7,Ranskar,"0,8408731579"
CLIENTE592,Ykoura,"0,840881744"
CLIENTE282,Alabasta,"0,8409918451"
CLIENTE711,Solstheim,"0,8410416345"
CLIENTE587,Lathen,"0,8410992518"
CLIENTE595,Brightfall,"0,8412103424"
CLIENTE299,Marineford,"0,8413594335"
CLIENTE625,Dragmere,"0,841386552"
CLIENTE142,Altissia,"0,8414279747"
CLIENTE694,Dornfall,"0,8415766478"
CLIENTE152,Jadehold,"0,8417166039"
CLIENTE625,Inoria,"0,8417659512"
CLIENTE272,Skellige,"0,8418031076"
CLIENTE28,Nurmengard,"0,8418226848"
CLIENTE552,Seireitei,"0,8419055938"
CLIENTE299,Casperia,"0,8420319859"
CLIENTE329,Muskara,"0,8421213429"
CLIENTE51,Khengar,"0,8422174571"
CLIENTE167,Northfall,"0,8424075162"
CLIENTE89,Quasmar,"0,8426536839"
CLIENTE201,Pandora,"0,8426928871"
CLIENTE618,Kragspire,"0,8427723381"
CLIENTE302,Hogwarts,"0,8428655592"
CLIENTE40,Hollowmar,"0,8431717882"
CLIENTE535,Targalon,"0,8433190552"
CLIENTE573,Limoria,"0,8434172283"
CLIENTE626,Fernwall,"0,843524651"
CLIENTE549,Muskara,"0,8435700792"
CLIENTE323,Promethea,"0,843577428"
CLIENTE86,Bethlehem,"0,8436121984"
CLIENTE596,Surakai,"0,843772249"
CLIENTE361,Koktahl,"0,8438065973"
CLIENTE10,Lochbar,"0,8438662191"
CLIENTE587,Fernwall,"0,8439454141"
CLIENTE359,Iyomar,"0,8441236457"
CLIENTE460,Ulthar,"0,8442270493"
CLIENTE605,Kandor,"0,8442766736"
CLIENTE339,Highspire,"0,8443400536"
CLIENTE25,Posthaven,"0,8443642265"
CLIENTE306,Alabasta,"0,8444027288"
CLIENTE203,Philgaia,"0,8444566126"
CLIENTE128,Midgar,"0,8444901263"
CLIENTE694,Manifold,"0,8445399435"
CLIENTE159,Chenara,"0,8448231136"
CLIENTE560,Ishgard,"0,8449413614"
CLIENTE9,Dirtmouth,"0,8449968423"
CLIENTE79,Duskwall,"0,8450344567"
CLIENTE362,Deeptrench,"0,8450486118"
CLIENTE6,Stevanor,"0,845295319"
CLIENTE700,Chenara,"0,8453562373"
CLIENTE28,Tempestia,"0,8453989568"
CLIENTE555,Posthaven,"0,8454582645"
CLIENTE113,Jindara,"0,8455195025"
CLIENTE298,Greywatch,"0,8455195196"
CLIENTE471,Targalon,"0,8455215136"
CLIENTE632,Jakura,"0,8456181843"
CLIENTE393,Lyngard,"0,8457406025"
CLIENTE298,Deeptrench,"0,8457456731"
CLIENTE302,Northfall,"0,845757867"
CLIENTE67,Deepwater,"0,845823213"
CLIENTE249,Mythra,"0,8458362276"
CLIENTE175,Johto,"0,8458528782"
CLIENTE299,Quasmar,"0,8458990807"
CLIENTE160,Elzion,"0,8462303903"
CLIENTE320,Mythra,"0,846241134"
CLIENTE668,Tarbean,"0,8463064983"
CLIENTE398,Mythra,"0,8463077476"
CLIENTE553,Ashkora,"0,8463847152"
CLIENTE78,Rlyeh,"0,8464601645"
CLIENTE131,Kandor,"0,8464619127"
CLIENTE541,Deeptrench,"0,8465782399"
CLIENTE491,Drinmoor,"0,8465896126"
CLIENTE65,Klunheim,"0,8466085923"
CLIENTE531,Azkaban,"0,8466651531"
CLIENTE180,Deliora,"0,8466817979"
CLIENTE36,Shadowpeak,"0,8467719267"
CLIENTE598,Posthaven,"0,8470332591"
CLIENTE335,Spira,"0,8471687716"
CLIENTE115,Nenaris,"0,8472483522"
CLIENTE541,Nosgoth,"0,8472606208"
CLIENTE470,Iskeld,"0,8472689633"
CLIENTE505,Galdrin,"0,8473064468"
CLIENTE393,Besaid,"0,8473225319"
CLIENTE617,Lathen,"0,8474436506"
CLIENTE328,Cartheia,"0,8474597628"
CLIENTE186,Tahlenwald,"0,8474918103"
CLIENTE307,Hyrule,"0,8475016637"
CLIENTE182,Nyagara,"0,8475945978"
CLIENTE300,Ykoura,"0,8476271646"
CLIENTE530,Pillarreach,"0,8476646661"
CLIENTE665,Tartarus,"0,8481065751"
CLIENTE603,Alabasta,"0,8481794091"
CLIENTE685,Sunreach,"0,8482578936"
CLIENTE467,Yenfall,"0,8483634732"
CLIENTE667,Lochbar,"0,848414543"
CLIENTE638,Manifold,"0,8484832791"
CLIENTE490,Prontera,"0,8485594685"
CLIENTE492,Cartheia,"0,8485986427"
CLIENTE690,Northfall,"0,8488066214"
CLIENTE502,Skellige,"0,8488294089"
CLIENTE281,Stormhold,"0,8488384868"
CLIENTE446,Konoha,"0,8489508334"
CLIENTE494,Humeria,"0,8489615458"
CLIENTE508,Tahlenwald,"0,8489741815"
CLIENTE62,Cartheia,"0,8490084026"
CLIENTE184,Elysor,"0,8490741812"
CLIENTE408,Grimvale,"0,8490965411"
CLIENTE340,Piscara,"0,8492275605"
CLIENTE325,Konoha,"0,8494506776"
CLIENTE389,Nyagara,"0,8495371463"
CLIENTE301,Ykoura,"0,8497993754"
CLIENTE269,Wuhaven,"0,8498405032"
CLIENTE16,Solhara,"0,8499548204"
CLIENTE213,Sableport,"0,8500205022"
CLIENTE253,Tarbean,"0,8500249053"
CLIENTE74,Casperia,"0,8500688191"
CLIENTE699,Solhara,"0,8500838239"
CLIENTE97,Galdrin,"0,8501248278"
CLIENTE115,Midgar,"0,8502844832"
CLIENTE73,Stormbar,"0,8503514968"
CLIENTE634,Mondstadt,"0,8504060557"
CLIENTE500,Sunreach,"0,850744067"
CLIENTE505,Vancross,"0,8510509823"
CLIENTE617,Amoneth,"0,8513237428"
CLIENTE656,Philgaia,"0,8513446274"
CLIENTE503,Tchurion,"0,8514074367"
CLIENTE183,Skyreach,"0,851442386"
CLIENTE233,Swindale,"0,8514693832"
CLIENTE554,Highspire,"0,8515348745"
CLIENTE405,Northfall,"0,8515411197"
CLIENTE463,Ironfall,"0,8515730445"
CLIENTE546,Walden,"0,851833282"
CLIENTE587,Hogwarts,"0,8518370516"
CLIENTE215,Viscara,"0,8522488523"
CLIENTE430,Iskeld,"0,852251478"
CLIENTE593,Windscar,"0,8522708023"
CLIENTE101,Mythra,"0,8523235212"
CLIENTE569,Frosthelm,"0,8523849506"
CLIENTE328,Brightfall,"0,8524086905"
CLIENTE358,Ivalice,"0,8528704885"
CLIENTE109,Memphos,"0,8528779616"
CLIENTE400,Tarbean,"0,8529041159"
CLIENTE553,Dirtmouth,"0,8529097959"
CLIENTE512,Skyreach,"0,852929559"
CLIENTE184,Swindale,"0,8529370293"
CLIENTE532,Jindara,"0,8529865962"
CLIENTE259,Ichoris,"0,8531169823"
CLIENTE385,Jakura,"0,8532925409"
CLIENTE177,Johto,"0,8533250126"
CLIENTE277,Skellige,"0,8534347583"
CLIENTE206,Zanarkand,"0,8534695015"
CLIENTE326,Iskeld,"0,8536100766"
CLIENTE91,Hyrule,"0,8536843144"
CLIENTE508,Valyria,"0,8536934044"
CLIENTE515,Nyagara,"0,8537808134"
CLIENTE93,Mountglass,"0,8537886123"
CLIENTE108,Ichoris,"0,853860617"
CLIENTE592,Iskeld,"0,8538738573"
CLIENTE597,Stormbar,"0,8539655102"
CLIENTE59,Amoneth,"0,8540429417"
CLIENTE328,Midgar,"0,8540685928"
CLIENTE523,Jadehold,"0,854082924"
CLIENTE485,Lothlorien,"0,8541918667"
CLIENTE449,Cartheia,"0,8542177271"
CLIENTE318,Iskeld,"0,8542338707"
CLIENTE437,Deeptrench,"0,8543140896"
CLIENTE109,Pillarreach,"0,8544188361"
CLIENTE557,Frosthelm,"0,8545448354"
CLIENTE624,Ashkora,"0,8546686421"
CLIENTE668,Liones,"0,8546799417"
CLIENTE288,Yokara,"0,8548635455"
CLIENTE359,Kakariko,"0,8548637308"
CLIENTE699,Stormbar,"0,8548860117"
CLIENTE42,Sectorium,"0,8549408173"
CLIENTE479,Viscara,"0,8551216934"
CLIENTE620,Tomarath,"0,8551413861"
CLIENTE631,Namek,"0,8552301096"
CLIENTE106,Rocabar,"0,855274968"
CLIENTE22,Greywatch,"0,8552782041"
CLIENTE218,Swindale,"0,8552957963"
CLIENTE647,Deliora,"0,8553760615"
CLIENTE481,Ykoura,"0,8554563248"
CLIENTE470,Frosthelm,"0,8554821703"
CLIENTE138,Namek,"0,8556276019"
CLIENTE377,Deepwater,"0,8557379408"
CLIENTE314,Hazoria,"0,8558889115"
CLIENTE172,Greywatch,"0,8559064306"
CLIENTE648,Valyria,"0,8559200545"
CLIENTE163,Pausen,"0,8559434596"
CLIENTE367,Kakariko,"0,8559454215"
CLIENTE602,Lochbar,"0,8559513279"
CLIENTE37,Dornfall,"0,8559684913"
CLIENTE385,Chenara,"0,8560163371"
CLIENTE147,Fernwall,"0,8560222447"
CLIENTE74,Spira,"0,8562914381"
CLIENTE452,Sethera,"0,8563812672"
CLIENTE508,Yjigar,"0,856458203"
CLIENTE490,Laputa,"0,8565106258"
CLIENTE260,Northfall,"0,8566860825"
CLIENTE294,Skellige,"0,8567286731"
CLIENTE500,Tartarus,"0,856746602"
CLIENTE197,Kobaris,"0,8567584228"
CLIENTE616,Rocabar,"0,8568264276"
CLIENTE460,Skyreach,"0,8568663987"
CLIENTE37,Helheim,"0,8568941288"
CLIENTE167,Namek,"0,8569443004"
CLIENTE398,Deeptrench,"0,8572131737"
CLIENTE36,Sidora,"0,8572789017"
CLIENTE365,Azural,"0,8573459604"
CLIENTE432,Ivalice,"0,8574642986"
CLIENTE427,Rlyeh,"0,8577154824"
CLIENTE207,Tutira,"0,8577262989"
CLIENTE631,Dirtmouth,"0,8577622636"
CLIENTE338,Yokara,"0,8578671369"
CLIENTE183,Termina,"0,8580721076"
CLIENTE255,Valyria,"0,8581058808"
CLIENTE315,Tomarath,"0,8581234267"
CLIENTE591,Manshade,"0,8582386348"
CLIENTE256,Ichoris,"0,8582438864"
CLIENTE699,Pillarreach,"0,8583757624"
CLIENTE104,Tomarath,"0,8584738003"
CLIENTE595,Iskeld,"0,8586655525"
CLIENTE221,Mondstadt,"0,8587911057"
CLIENTE344,Cartheia,"0,8588437768"
CLIENTE438,Viscara,"0,8591663781"
CLIENTE239,Hyrule,"0,8593136541"
CLIENTE559,Valyria,"0,8593492151"
CLIENTE474,Melvara,"0,859363681"
CLIENTE523,Kakariko,"0,8594272178"
CLIENTE90,Konoha,"0,8594917934"
CLIENTE490,Valyria,"0,8594944858"
CLIENTE533,Surakai,"0,8598430637"
CLIENTE206,Mythra,"0,8599040791"
CLIENTE33,Noctis,"0,8600006985"
CLIENTE441,Glenhaven,"0,8600500282"
CLIENTE515,Huern,"0,8600560931"
CLIENTE371,Nassauia,"0,8601982244"
CLIENTE708,Perseon,"0,8602150904"
CLIENTE381,Humeria,"0,8602272919"
CLIENTE213,Surakai,"0,860251636"
CLIENTE579,Sectorium,"0,8603637111"
CLIENTE224,Windscar,"0,8605087252"
CLIENTE9,Elysor,"0,8605260197"
CLIENTE370,Laputa,"0,8605358733"
CLIENTE249,Seireitei,"0,8606351345"
CLIENTE416,Klunheim,"0,8606798497"
CLIENTE5,Spira,"0,8608084658"
CLIENTE188,Gerudo,"0,8610502119"
CLIENTE675,Iskeld,"0,8611043358"
CLIENTE616,Vancross,"0,8611102239"
CLIENTE658,Calcara,"0,8614793503"
CLIENTE364,Philgaia,"0,8615271476"
CLIENTE502,Targalon,"0,8615777591"
CLIENTE648,Aeusserst,"0,8616424176"
CLIENTE534,Brightfall,"0,8616948457"
CLIENTE309,Rlyeh,"0,8617856348"
CLIENTE453,Swindale,"0,8618834816"
CLIENTE504,Elzion,"0,8619812812"
CLIENTE425,Nassauia,"0,8622670591"
CLIENTE665,Zanarkand,"0,8623442418"
CLIENTE300,Promethea,"0,8624046369"
CLIENTE657,Resembool,"0,8624122562"
CLIENTE50,Sableport,"0,8624440481"
CLIENTE130,Helheim,"0,8624909441"
CLIENTE85,Galdrin,"0,8625603896"
CLIENTE308,Imre,"0,8626459494"
CLIENTE155,Shadowpeak,"0,8626618564"
CLIENTE457,Lochbar,"0,8627150423"
CLIENTE39,Rlyeh,"0,8628508662"
